,,deriv,in_param,out_param,timestep,trajectory
102210,102210,0.0,dinv_z,qi,102210.0,1.0
102211,102211,0.0,dinv_z,qi,102211.0,1.0
102212,102212,0.0,dinv_z,qi,102212.0,1.0
102213,102213,0.0,dinv_z,qi,102213.0,1.0
102214,102214,0.0,dinv_z,qi,102214.0,1.0
102215,102215,0.0,dinv_z,qi,102215.0,1.0
102216,102216,0.0,dinv_z,qi,102216.0,1.0
102217,102217,0.0,dinv_z,qi,102217.0,1.0
102218,102218,0.0,dinv_z,qi,102218.0,1.0
102219,102219,0.0,dinv_z,qi,102219.0,1.0
102220,102220,0.0,dinv_z,qi,102220.0,1.0
102221,102221,0.0,dinv_z,qi,102221.0,1.0
102222,102222,0.0,dinv_z,qi,102222.0,1.0
102223,102223,0.0,dinv_z,qi,102223.0,1.0
102224,102224,0.0,dinv_z,qi,102224.0,1.0
102225,102225,0.0,dinv_z,qi,102225.0,1.0
102226,102226,0.0,dinv_z,qi,102226.0,1.0
102227,102227,0.0,dinv_z,qi,102227.0,1.0
102228,102228,0.0,dinv_z,qi,102228.0,1.0
102229,102229,0.0,dinv_z,qi,102229.0,1.0
102230,102230,0.0,dinv_z,qi,102230.0,1.0
102231,102231,0.0,dinv_z,qi,102231.0,1.0
102232,102232,0.0,dinv_z,qi,102232.0,1.0
102233,102233,0.0,dinv_z,qi,102233.0,1.0
102234,102234,0.0,dinv_z,qi,102234.0,1.0
102235,102235,0.0,dinv_z,qi,102235.0,1.0
102236,102236,0.0,dinv_z,qi,102236.0,1.0
102237,102237,0.0,dinv_z,qi,102237.0,1.0
102238,102238,0.0,dinv_z,qi,102238.0,1.0
102239,102239,0.0,dinv_z,qi,102239.0,1.0
102240,102240,0.0,dinv_z,qi,102240.0,1.0
102241,102241,0.0,dinv_z,qi,102241.0,1.0
102242,102242,0.0,dinv_z,qi,102242.0,1.0
102243,102243,0.0,dinv_z,qi,102243.0,1.0
102244,102244,0.0,dinv_z,qi,102244.0,1.0
102245,102245,0.0,dinv_z,qi,102245.0,1.0
102246,102246,0.0,dinv_z,qi,102246.0,1.0
102247,102247,0.0,dinv_z,qi,102247.0,1.0
102248,102248,0.0,dinv_z,qi,102248.0,1.0
102249,102249,0.0,dinv_z,qi,102249.0,1.0
102250,102250,0.0,dinv_z,qi,102250.0,1.0
102251,102251,0.0,dinv_z,qi,102251.0,1.0
102252,102252,0.0,dinv_z,qi,102252.0,1.0
102253,102253,0.0,dinv_z,qi,102253.0,1.0
102254,102254,0.0,dinv_z,qi,102254.0,1.0
102255,102255,0.0,dinv_z,qi,102255.0,1.0
102256,102256,0.0,dinv_z,qi,102256.0,1.0
102257,102257,0.0,dinv_z,qi,102257.0,1.0
102258,102258,0.0,dinv_z,qi,102258.0,1.0
102259,102259,0.0,dinv_z,qi,102259.0,1.0
102260,102260,0.0,dinv_z,qi,102260.0,1.0
102261,102261,0.0,dinv_z,qi,102261.0,1.0
102262,102262,0.0,dinv_z,qi,102262.0,1.0
102263,102263,0.0,dinv_z,qi,102263.0,1.0
102264,102264,0.0,dinv_z,qi,102264.0,1.0
102265,102265,0.0,dinv_z,qi,102265.0,1.0
102266,102266,0.0,dinv_z,qi,102266.0,1.0
102267,102267,0.0,dinv_z,qi,102267.0,1.0
102268,102268,0.0,dinv_z,qi,102268.0,1.0
102269,102269,0.0,dinv_z,qi,102269.0,1.0
102270,102270,0.0,dinv_z,qi,102270.0,1.0
102271,102271,0.0,dinv_z,qi,102271.0,1.0
102272,102272,0.0,dinv_z,qi,102272.0,1.0
102273,102273,0.0,dinv_z,qi,102273.0,1.0
102274,102274,0.0,dinv_z,qi,102274.0,1.0
102275,102275,0.0,dinv_z,qi,102275.0,1.0
102276,102276,0.0,dinv_z,qi,102276.0,1.0
102277,102277,0.0,dinv_z,qi,102277.0,1.0
102278,102278,0.0,dinv_z,qi,102278.0,1.0
102279,102279,0.0,dinv_z,qi,102279.0,1.0
102280,102280,0.0,dinv_z,qi,102280.0,1.0
102281,102281,0.0,dinv_z,qi,102281.0,1.0
102282,102282,0.0,dinv_z,qi,102282.0,1.0
102283,102283,0.0,dinv_z,qi,102283.0,1.0
102284,102284,0.0,dinv_z,qi,102284.0,1.0
102285,102285,0.0,dinv_z,qi,102285.0,1.0
102286,102286,0.0,dinv_z,qi,102286.0,1.0
102287,102287,0.0,dinv_z,qi,102287.0,1.0
102288,102288,0.0,dinv_z,qi,102288.0,1.0
102289,102289,0.0,dinv_z,qi,102289.0,1.0
102290,102290,0.0,dinv_z,qi,102290.0,1.0
102291,102291,0.0,dinv_z,qi,102291.0,1.0
102292,102292,0.0,dinv_z,qi,102292.0,1.0
102293,102293,0.0,dinv_z,qi,102293.0,1.0
102294,102294,0.0,dinv_z,qi,102294.0,1.0
102295,102295,0.0,dinv_z,qi,102295.0,1.0
102296,102296,0.0,dinv_z,qi,102296.0,1.0
102297,102297,0.0,dinv_z,qi,102297.0,1.0
102298,102298,0.0,dinv_z,qi,102298.0,1.0
102299,102299,0.0,dinv_z,qi,102299.0,1.0
102300,102300,0.0,dinv_z,qi,102300.0,1.0
102301,102301,0.0,dinv_z,qi,102301.0,1.0
102302,102302,0.0,dinv_z,qi,102302.0,1.0
102303,102303,0.0,dinv_z,qi,102303.0,1.0
102304,102304,0.0,dinv_z,qi,102304.0,1.0
102305,102305,0.0,dinv_z,qi,102305.0,1.0
102306,102306,0.0,dinv_z,qi,102306.0,1.0
102307,102307,0.0,dinv_z,qi,102307.0,1.0
102308,102308,0.0,dinv_z,qi,102308.0,1.0
102309,102309,0.0,dinv_z,qi,102309.0,1.0
102310,102310,0.0,dinv_z,qi,102310.0,1.0
102311,102311,0.0,dinv_z,qi,102311.0,1.0
102312,102312,0.0,dinv_z,qi,102312.0,1.0
102313,102313,0.0,dinv_z,qi,102313.0,1.0
102314,102314,0.0,dinv_z,qi,102314.0,1.0
102315,102315,0.0,dinv_z,qi,102315.0,1.0
102316,102316,0.0,dinv_z,qi,102316.0,1.0
102317,102317,0.0,dinv_z,qi,102317.0,1.0
102318,102318,0.0,dinv_z,qi,102318.0,1.0
102319,102319,0.0,dinv_z,qi,102319.0,1.0
102320,102320,0.0,dinv_z,qi,102320.0,1.0
102321,102321,0.0,dinv_z,qi,102321.0,1.0
102322,102322,0.0,dinv_z,qi,102322.0,1.0
102323,102323,0.0,dinv_z,qi,102323.0,1.0
102324,102324,0.0,dinv_z,qi,102324.0,1.0
102325,102325,0.0,dinv_z,qi,102325.0,1.0
102326,102326,0.0,dinv_z,qi,102326.0,1.0
102327,102327,0.0,dinv_z,qi,102327.0,1.0
102328,102328,0.0,dinv_z,qi,102328.0,1.0
102329,102329,0.0,dinv_z,qi,102329.0,1.0
102330,102330,0.0,dinv_z,qi,102330.0,1.0
102331,102331,0.0,dinv_z,qi,102331.0,1.0
102332,102332,0.0,dinv_z,qi,102332.0,1.0
102333,102333,0.0,dinv_z,qi,102333.0,1.0
102334,102334,0.0,dinv_z,qi,102334.0,1.0
102335,102335,0.0,dinv_z,qi,102335.0,1.0
102336,102336,0.0,dinv_z,qi,102336.0,1.0
102337,102337,0.0,dinv_z,qi,102337.0,1.0
102338,102338,0.0,dinv_z,qi,102338.0,1.0
102339,102339,0.0,dinv_z,qi,102339.0,1.0
102340,102340,0.0,dinv_z,qi,102340.0,1.0
102341,102341,0.0,dinv_z,qi,102341.0,1.0
102342,102342,0.0,dinv_z,qi,102342.0,1.0
102343,102343,0.0,dinv_z,qi,102343.0,1.0
102344,102344,0.0,dinv_z,qi,102344.0,1.0
102345,102345,0.0,dinv_z,qi,102345.0,1.0
102346,102346,0.0,dinv_z,qi,102346.0,1.0
102347,102347,0.0,dinv_z,qi,102347.0,1.0
102348,102348,0.0,dinv_z,qi,102348.0,1.0
102349,102349,0.0,dinv_z,qi,102349.0,1.0
102350,102350,0.0,dinv_z,qi,102350.0,1.0
102351,102351,0.0,dinv_z,qi,102351.0,1.0
102352,102352,0.0,dinv_z,qi,102352.0,1.0
102353,102353,0.0,dinv_z,qi,102353.0,1.0
102354,102354,0.0,dinv_z,qi,102354.0,1.0
102355,102355,0.0,dinv_z,qi,102355.0,1.0
102356,102356,0.0,dinv_z,qi,102356.0,1.0
102357,102357,0.0,dinv_z,qi,102357.0,1.0
102358,102358,0.0,dinv_z,qi,102358.0,1.0
102359,102359,0.0,dinv_z,qi,102359.0,1.0
102360,102360,0.0,dinv_z,qi,102360.0,1.0
102361,102361,0.0,dinv_z,qi,102361.0,1.0
102362,102362,0.0,dinv_z,qi,102362.0,1.0
102363,102363,0.0,dinv_z,qi,102363.0,1.0
102364,102364,0.0,dinv_z,qi,102364.0,1.0
102365,102365,0.0,dinv_z,qi,102365.0,1.0
102366,102366,0.0,dinv_z,qi,102366.0,1.0
102367,102367,0.0,dinv_z,qi,102367.0,1.0
102368,102368,0.0,dinv_z,qi,102368.0,1.0
102369,102369,0.0,dinv_z,qi,102369.0,1.0
102370,102370,0.0,dinv_z,qi,102370.0,1.0
102371,102371,0.0,dinv_z,qi,102371.0,1.0
102372,102372,0.0,dinv_z,qi,102372.0,1.0
102373,102373,0.0,dinv_z,qi,102373.0,1.0
102374,102374,0.0,dinv_z,qi,102374.0,1.0
102375,102375,0.0,dinv_z,qi,102375.0,1.0
102376,102376,0.0,dinv_z,qi,102376.0,1.0
102377,102377,0.0,dinv_z,qi,102377.0,1.0
102378,102378,0.0,dinv_z,qi,102378.0,1.0
102379,102379,0.0,dinv_z,qi,102379.0,1.0
102380,102380,0.0,dinv_z,qi,102380.0,1.0
102381,102381,0.0,dinv_z,qi,102381.0,1.0
102382,102382,0.0,dinv_z,qi,102382.0,1.0
102383,102383,0.0,dinv_z,qi,102383.0,1.0
102384,102384,0.0,dinv_z,qi,102384.0,1.0
102385,102385,0.0,dinv_z,qi,102385.0,1.0
102386,102386,0.0,dinv_z,qi,102386.0,1.0
102387,102387,0.0,dinv_z,qi,102387.0,1.0
102388,102388,0.0,dinv_z,qi,102388.0,1.0
102389,102389,0.0,dinv_z,qi,102389.0,1.0
102390,102390,0.0,dinv_z,qi,102390.0,1.0
102391,102391,0.0,dinv_z,qi,102391.0,1.0
102392,102392,0.0,dinv_z,qi,102392.0,1.0
102393,102393,0.0,dinv_z,qi,102393.0,1.0
102394,102394,0.0,dinv_z,qi,102394.0,1.0
102395,102395,0.0,dinv_z,qi,102395.0,1.0
102396,102396,0.0,dinv_z,qi,102396.0,1.0
102397,102397,0.0,dinv_z,qi,102397.0,1.0
102398,102398,0.0,dinv_z,qi,102398.0,1.0
102399,102399,0.0,dinv_z,qi,102399.0,1.0
102400,102400,0.0,dinv_z,qi,102400.0,1.0
102401,102401,0.0,dinv_z,qi,102401.0,1.0
102402,102402,0.0,dinv_z,qi,102402.0,1.0
102403,102403,0.0,dinv_z,qi,102403.0,1.0
102404,102404,0.0,dinv_z,qi,102404.0,1.0
102405,102405,0.0,dinv_z,qi,102405.0,1.0
102406,102406,0.0,dinv_z,qi,102406.0,1.0
102407,102407,0.0,dinv_z,qi,102407.0,1.0
102408,102408,0.0,dinv_z,qi,102408.0,1.0
102409,102409,0.0,dinv_z,qi,102409.0,1.0
102410,102410,0.0,dinv_z,qi,102410.0,1.0
102411,102411,0.0,dinv_z,qi,102411.0,1.0
102412,102412,0.0,dinv_z,qi,102412.0,1.0
102413,102413,0.0,dinv_z,qi,102413.0,1.0
102414,102414,0.0,dinv_z,qi,102414.0,1.0
102415,102415,0.0,dinv_z,qi,102415.0,1.0
102416,102416,0.0,dinv_z,qi,102416.0,1.0
102417,102417,0.0,dinv_z,qi,102417.0,1.0
102418,102418,0.0,dinv_z,qi,102418.0,1.0
102419,102419,0.0,dinv_z,qi,102419.0,1.0
102420,102420,0.0,dinv_z,qi,102420.0,1.0
102421,102421,0.0,dinv_z,qi,102421.0,1.0
102422,102422,0.0,dinv_z,qi,102422.0,1.0
102423,102423,0.0,dinv_z,qi,102423.0,1.0
102424,102424,0.0,dinv_z,qi,102424.0,1.0
102425,102425,0.0,dinv_z,qi,102425.0,1.0
102426,102426,0.0,dinv_z,qi,102426.0,1.0
102427,102427,0.0,dinv_z,qi,102427.0,1.0
102428,102428,0.0,dinv_z,qi,102428.0,1.0
102429,102429,0.0,dinv_z,qi,102429.0,1.0
102430,102430,0.0,dinv_z,qi,102430.0,1.0
102431,102431,0.0,dinv_z,qi,102431.0,1.0
102432,102432,0.0,dinv_z,qi,102432.0,1.0
102433,102433,0.0,dinv_z,qi,102433.0,1.0
102434,102434,0.0,dinv_z,qi,102434.0,1.0
102435,102435,0.0,dinv_z,qi,102435.0,1.0
102436,102436,0.0,dinv_z,qi,102436.0,1.0
102437,102437,0.0,dinv_z,qi,102437.0,1.0
102438,102438,0.0,dinv_z,qi,102438.0,1.0
102439,102439,0.0,dinv_z,qi,102439.0,1.0
102440,102440,0.0,dinv_z,qi,102440.0,1.0
102441,102441,0.0,dinv_z,qi,102441.0,1.0
102442,102442,0.0,dinv_z,qi,102442.0,1.0
102443,102443,0.0,dinv_z,qi,102443.0,1.0
102444,102444,0.0,dinv_z,qi,102444.0,1.0
102445,102445,0.0,dinv_z,qi,102445.0,1.0
102446,102446,0.0,dinv_z,qi,102446.0,1.0
102447,102447,0.0,dinv_z,qi,102447.0,1.0
102448,102448,0.0,dinv_z,qi,102448.0,1.0
102449,102449,0.0,dinv_z,qi,102449.0,1.0
102450,102450,0.0,dinv_z,qi,102450.0,1.0
102451,102451,0.0,dinv_z,qi,102451.0,1.0
102452,102452,0.0,dinv_z,qi,102452.0,1.0
102453,102453,0.0,dinv_z,qi,102453.0,1.0
102454,102454,0.0,dinv_z,qi,102454.0,1.0
102455,102455,0.0,dinv_z,qi,102455.0,1.0
102456,102456,0.0,dinv_z,qi,102456.0,1.0
102457,102457,0.0,dinv_z,qi,102457.0,1.0
102458,102458,0.0,dinv_z,qi,102458.0,1.0
102459,102459,0.0,dinv_z,qi,102459.0,1.0
102460,102460,0.0,dinv_z,qi,102460.0,1.0
102461,102461,0.0,dinv_z,qi,102461.0,1.0
102462,102462,0.0,dinv_z,qi,102462.0,1.0
102463,102463,0.0,dinv_z,qi,102463.0,1.0
102464,102464,0.0,dinv_z,qi,102464.0,1.0
102465,102465,0.0,dinv_z,qi,102465.0,1.0
102466,102466,0.0,dinv_z,qi,102466.0,1.0
102467,102467,0.0,dinv_z,qi,102467.0,1.0
102468,102468,0.0,dinv_z,qi,102468.0,1.0
102469,102469,0.0,dinv_z,qi,102469.0,1.0
102470,102470,0.0,dinv_z,qi,102470.0,1.0
102471,102471,0.0,dinv_z,qi,102471.0,1.0
102472,102472,0.0,dinv_z,qi,102472.0,1.0
102473,102473,0.0,dinv_z,qi,102473.0,1.0
102474,102474,0.0,dinv_z,qi,102474.0,1.0
102475,102475,0.0,dinv_z,qi,102475.0,1.0
102476,102476,0.0,dinv_z,qi,102476.0,1.0
102477,102477,0.0,dinv_z,qi,102477.0,1.0
102478,102478,0.0,dinv_z,qi,102478.0,1.0
102479,102479,0.0,dinv_z,qi,102479.0,1.0
102480,102480,0.0,dinv_z,qi,102480.0,1.0
102481,102481,0.0,dinv_z,qi,102481.0,1.0
102482,102482,0.0,dinv_z,qi,102482.0,1.0
102483,102483,0.0,dinv_z,qi,102483.0,1.0
102484,102484,0.0,dinv_z,qi,102484.0,1.0
102485,102485,0.0,dinv_z,qi,102485.0,1.0
102486,102486,0.0,dinv_z,qi,102486.0,1.0
102487,102487,0.0,dinv_z,qi,102487.0,1.0
102488,102488,0.0,dinv_z,qi,102488.0,1.0
102489,102489,0.0,dinv_z,qi,102489.0,1.0
102490,102490,0.0,dinv_z,qi,102490.0,1.0
102491,102491,0.0,dinv_z,qi,102491.0,1.0
102492,102492,0.0,dinv_z,qi,102492.0,1.0
102493,102493,0.0,dinv_z,qi,102493.0,1.0
102494,102494,0.0,dinv_z,qi,102494.0,1.0
102495,102495,0.0,dinv_z,qi,102495.0,1.0
102496,102496,0.0,dinv_z,qi,102496.0,1.0
102497,102497,0.0,dinv_z,qi,102497.0,1.0
102498,102498,0.0,dinv_z,qi,102498.0,1.0
102499,102499,0.0,dinv_z,qi,102499.0,1.0
102500,102500,0.0,dinv_z,qi,102500.0,1.0
102501,102501,0.0,dinv_z,qi,102501.0,1.0
102502,102502,0.0,dinv_z,qi,102502.0,1.0
102503,102503,0.0,dinv_z,qi,102503.0,1.0
102504,102504,0.0,dinv_z,qi,102504.0,1.0
102505,102505,0.0,dinv_z,qi,102505.0,1.0
102506,102506,0.0,dinv_z,qi,102506.0,1.0
102507,102507,0.0,dinv_z,qi,102507.0,1.0
102508,102508,0.0,dinv_z,qi,102508.0,1.0
102509,102509,0.0,dinv_z,qi,102509.0,1.0
102510,102510,0.0,dinv_z,qi,102510.0,1.0
102511,102511,0.0,dinv_z,qi,102511.0,1.0
102512,102512,0.0,dinv_z,qi,102512.0,1.0
102513,102513,0.0,dinv_z,qi,102513.0,1.0
102514,102514,0.0,dinv_z,qi,102514.0,1.0
102515,102515,0.0,dinv_z,qi,102515.0,1.0
102516,102516,0.0,dinv_z,qi,102516.0,1.0
102517,102517,0.0,dinv_z,qi,102517.0,1.0
102518,102518,0.0,dinv_z,qi,102518.0,1.0
102519,102519,0.0,dinv_z,qi,102519.0,1.0
102520,102520,0.0,dinv_z,qi,102520.0,1.0
102521,102521,0.0,dinv_z,qi,102521.0,1.0
102522,102522,0.0,dinv_z,qi,102522.0,1.0
102523,102523,0.0,dinv_z,qi,102523.0,1.0
102524,102524,0.0,dinv_z,qi,102524.0,1.0
102525,102525,0.0,dinv_z,qi,102525.0,1.0
102526,102526,0.0,dinv_z,qi,102526.0,1.0
102527,102527,0.0,dinv_z,qi,102527.0,1.0
102528,102528,0.0,dinv_z,qi,102528.0,1.0
102529,102529,0.0,dinv_z,qi,102529.0,1.0
102530,102530,0.0,dinv_z,qi,102530.0,1.0
102531,102531,0.0,dinv_z,qi,102531.0,1.0
102532,102532,0.0,dinv_z,qi,102532.0,1.0
102533,102533,0.0,dinv_z,qi,102533.0,1.0
102534,102534,0.0,dinv_z,qi,102534.0,1.0
102535,102535,0.0,dinv_z,qi,102535.0,1.0
102536,102536,0.0,dinv_z,qi,102536.0,1.0
102537,102537,0.0,dinv_z,qi,102537.0,1.0
102538,102538,0.0,dinv_z,qi,102538.0,1.0
102539,102539,0.0,dinv_z,qi,102539.0,1.0
102540,102540,0.0,dinv_z,qi,102540.0,1.0
102541,102541,0.0,dinv_z,qi,102541.0,1.0
102542,102542,0.0,dinv_z,qi,102542.0,1.0
102543,102543,0.0,dinv_z,qi,102543.0,1.0
102544,102544,0.0,dinv_z,qi,102544.0,1.0
102545,102545,0.0,dinv_z,qi,102545.0,1.0
102546,102546,0.0,dinv_z,qi,102546.0,1.0
102547,102547,0.0,dinv_z,qi,102547.0,1.0
102548,102548,0.0,dinv_z,qi,102548.0,1.0
102549,102549,0.0,dinv_z,qi,102549.0,1.0
102550,102550,0.0,dinv_z,qi,102550.0,1.0
102551,102551,0.0,dinv_z,qi,102551.0,1.0
102552,102552,0.0,dinv_z,qi,102552.0,1.0
102553,102553,0.0,dinv_z,qi,102553.0,1.0
102554,102554,0.0,dinv_z,qi,102554.0,1.0
102555,102555,0.0,dinv_z,qi,102555.0,1.0
102556,102556,0.0,dinv_z,qi,102556.0,1.0
102557,102557,0.0,dinv_z,qi,102557.0,1.0
102558,102558,0.0,dinv_z,qi,102558.0,1.0
102559,102559,0.0,dinv_z,qi,102559.0,1.0
102560,102560,0.0,dinv_z,qi,102560.0,1.0
102561,102561,0.0,dinv_z,qi,102561.0,1.0
102562,102562,0.0,dinv_z,qi,102562.0,1.0
102563,102563,0.0,dinv_z,qi,102563.0,1.0
102564,102564,0.0,dinv_z,qi,102564.0,1.0
102565,102565,0.0,dinv_z,qi,102565.0,1.0
102566,102566,0.0,dinv_z,qi,102566.0,1.0
102567,102567,0.0,dinv_z,qi,102567.0,1.0
102568,102568,0.0,dinv_z,qi,102568.0,1.0
102569,102569,0.0,dinv_z,qi,102569.0,1.0
102570,102570,0.0,dinv_z,qi,102570.0,1.0
102571,102571,0.0,dinv_z,qi,102571.0,1.0
102572,102572,0.0,dinv_z,qi,102572.0,1.0
102573,102573,0.0,dinv_z,qi,102573.0,1.0
102574,102574,0.0,dinv_z,qi,102574.0,1.0
102575,102575,0.0,dinv_z,qi,102575.0,1.0
102576,102576,0.0,dinv_z,qi,102576.0,1.0
102577,102577,0.0,dinv_z,qi,102577.0,1.0
102578,102578,0.0,dinv_z,qi,102578.0,1.0
102579,102579,0.0,dinv_z,qi,102579.0,1.0
102580,102580,0.0,dinv_z,qi,102580.0,1.0
102581,102581,0.0,dinv_z,qi,102581.0,1.0
102582,102582,0.0,dinv_z,qi,102582.0,1.0
102583,102583,0.0,dinv_z,qi,102583.0,1.0
102584,102584,0.0,dinv_z,qi,102584.0,1.0
102585,102585,0.0,dinv_z,qi,102585.0,1.0
102586,102586,0.0,dinv_z,qi,102586.0,1.0
102587,102587,0.0,dinv_z,qi,102587.0,1.0
102588,102588,0.0,dinv_z,qi,102588.0,1.0
102589,102589,0.0,dinv_z,qi,102589.0,1.0
102590,102590,0.0,dinv_z,qi,102590.0,1.0
102591,102591,0.0,dinv_z,qi,102591.0,1.0
102592,102592,0.0,dinv_z,qi,102592.0,1.0
102593,102593,0.0,dinv_z,qi,102593.0,1.0
102594,102594,0.0,dinv_z,qi,102594.0,1.0
102595,102595,0.0,dinv_z,qi,102595.0,1.0
102596,102596,0.0,dinv_z,qi,102596.0,1.0
102597,102597,0.0,dinv_z,qi,102597.0,1.0
102598,102598,0.0,dinv_z,qi,102598.0,1.0
102599,102599,0.0,dinv_z,qi,102599.0,1.0
102600,102600,0.0,dinv_z,qi,102600.0,1.0
102601,102601,0.0,dinv_z,qi,102601.0,1.0
102602,102602,0.0,dinv_z,qi,102602.0,1.0
102603,102603,0.0,dinv_z,qi,102603.0,1.0
102604,102604,0.0,dinv_z,qi,102604.0,1.0
102605,102605,0.0,dinv_z,qi,102605.0,1.0
102606,102606,0.0,dinv_z,qi,102606.0,1.0
102607,102607,0.0,dinv_z,qi,102607.0,1.0
102608,102608,0.0,dinv_z,qi,102608.0,1.0
102609,102609,0.0,dinv_z,qi,102609.0,1.0
102610,102610,0.0,dinv_z,qi,102610.0,1.0
102611,102611,0.0,dinv_z,qi,102611.0,1.0
102612,102612,0.0,dinv_z,qi,102612.0,1.0
102613,102613,0.0,dinv_z,qi,102613.0,1.0
102614,102614,0.0,dinv_z,qi,102614.0,1.0
102615,102615,0.0,dinv_z,qi,102615.0,1.0
102616,102616,0.0,dinv_z,qi,102616.0,1.0
102617,102617,0.0,dinv_z,qi,102617.0,1.0
102618,102618,0.0,dinv_z,qi,102618.0,1.0
102619,102619,0.0,dinv_z,qi,102619.0,1.0
102620,102620,0.0,dinv_z,qi,102620.0,1.0
102621,102621,0.0,dinv_z,qi,102621.0,1.0
102622,102622,0.0,dinv_z,qi,102622.0,1.0
102623,102623,0.0,dinv_z,qi,102623.0,1.0
102624,102624,0.0,dinv_z,qi,102624.0,1.0
102625,102625,0.0,dinv_z,qi,102625.0,1.0
102626,102626,0.0,dinv_z,qi,102626.0,1.0
102627,102627,0.0,dinv_z,qi,102627.0,1.0
102628,102628,0.0,dinv_z,qi,102628.0,1.0
102629,102629,0.0,dinv_z,qi,102629.0,1.0
102630,102630,0.0,dinv_z,qi,102630.0,1.0
102631,102631,0.0,dinv_z,qi,102631.0,1.0
102632,102632,0.0,dinv_z,qi,102632.0,1.0
102633,102633,0.0,dinv_z,qi,102633.0,1.0
102634,102634,0.0,dinv_z,qi,102634.0,1.0
102635,102635,0.0,dinv_z,qi,102635.0,1.0
102636,102636,0.0,dinv_z,qi,102636.0,1.0
102637,102637,0.0,dinv_z,qi,102637.0,1.0
102638,102638,0.0,dinv_z,qi,102638.0,1.0
102639,102639,0.0,dinv_z,qi,102639.0,1.0
102640,102640,0.0,dinv_z,qi,102640.0,1.0
102641,102641,0.0,dinv_z,qi,102641.0,1.0
102642,102642,0.0,dinv_z,qi,102642.0,1.0
102643,102643,0.0,dinv_z,qi,102643.0,1.0
102644,102644,0.0,dinv_z,qi,102644.0,1.0
102645,102645,0.0,dinv_z,qi,102645.0,1.0
102646,102646,0.0,dinv_z,qi,102646.0,1.0
102647,102647,0.0,dinv_z,qi,102647.0,1.0
102648,102648,0.0,dinv_z,qi,102648.0,1.0
102649,102649,0.0,dinv_z,qi,102649.0,1.0
102650,102650,0.0,dinv_z,qi,102650.0,1.0
102651,102651,0.0,dinv_z,qi,102651.0,1.0
102652,102652,0.0,dinv_z,qi,102652.0,1.0
102653,102653,0.0,dinv_z,qi,102653.0,1.0
102654,102654,0.0,dinv_z,qi,102654.0,1.0
102655,102655,0.0,dinv_z,qi,102655.0,1.0
102656,102656,0.0,dinv_z,qi,102656.0,1.0
102657,102657,0.0,dinv_z,qi,102657.0,1.0
102658,102658,0.0,dinv_z,qi,102658.0,1.0
102659,102659,0.0,dinv_z,qi,102659.0,1.0
102660,102660,0.0,dinv_z,qi,102660.0,1.0
102661,102661,0.0,dinv_z,qi,102661.0,1.0
102662,102662,0.0,dinv_z,qi,102662.0,1.0
102663,102663,0.0,dinv_z,qi,102663.0,1.0
102664,102664,0.0,dinv_z,qi,102664.0,1.0
102665,102665,0.0,dinv_z,qi,102665.0,1.0
102666,102666,0.0,dinv_z,qi,102666.0,1.0
102667,102667,0.0,dinv_z,qi,102667.0,1.0
102668,102668,0.0,dinv_z,qi,102668.0,1.0
102669,102669,0.0,dinv_z,qi,102669.0,1.0
102670,102670,0.0,dinv_z,qi,102670.0,1.0
102671,102671,0.0,dinv_z,qi,102671.0,1.0
102672,102672,0.0,dinv_z,qi,102672.0,1.0
102673,102673,0.0,dinv_z,qi,102673.0,1.0
102674,102674,0.0,dinv_z,qi,102674.0,1.0
102675,102675,0.0,dinv_z,qi,102675.0,1.0
102676,102676,0.0,dinv_z,qi,102676.0,1.0
102677,102677,0.0,dinv_z,qi,102677.0,1.0
102678,102678,0.0,dinv_z,qi,102678.0,1.0
102679,102679,0.0,dinv_z,qi,102679.0,1.0
102680,102680,0.0,dinv_z,qi,102680.0,1.0
102681,102681,0.0,dinv_z,qi,102681.0,1.0
102682,102682,0.0,dinv_z,qi,102682.0,1.0
102683,102683,0.0,dinv_z,qi,102683.0,1.0
102684,102684,0.0,dinv_z,qi,102684.0,1.0
102685,102685,0.0,dinv_z,qi,102685.0,1.0
102686,102686,0.0,dinv_z,qi,102686.0,1.0
102687,102687,0.0,dinv_z,qi,102687.0,1.0
102688,102688,0.0,dinv_z,qi,102688.0,1.0
102689,102689,0.0,dinv_z,qi,102689.0,1.0
102690,102690,0.0,dinv_z,qi,102690.0,1.0
102691,102691,0.0,dinv_z,qi,102691.0,1.0
102692,102692,0.0,dinv_z,qi,102692.0,1.0
102693,102693,0.0,dinv_z,qi,102693.0,1.0
102694,102694,0.0,dinv_z,qi,102694.0,1.0
102695,102695,0.0,dinv_z,qi,102695.0,1.0
102696,102696,0.0,dinv_z,qi,102696.0,1.0
102697,102697,0.0,dinv_z,qi,102697.0,1.0
102698,102698,0.0,dinv_z,qi,102698.0,1.0
102699,102699,0.0,dinv_z,qi,102699.0,1.0
102700,102700,0.0,dinv_z,qi,102700.0,1.0
102701,102701,0.0,dinv_z,qi,102701.0,1.0
102702,102702,0.0,dinv_z,qi,102702.0,1.0
102703,102703,0.0,dinv_z,qi,102703.0,1.0
102704,102704,0.0,dinv_z,qi,102704.0,1.0
102705,102705,0.0,dinv_z,qi,102705.0,1.0
102706,102706,0.0,dinv_z,qi,102706.0,1.0
102707,102707,0.0,dinv_z,qi,102707.0,1.0
102708,102708,0.0,dinv_z,qi,102708.0,1.0
